hebrew_day,hebrew_month,popular_name,full_name,years,quote,stream,role,image_url,sources,importance_score,biography,story,torah
7,חשוון,"הרב יהודה מאיר שפירא (מהר""ם שפירא 1887 זצ""ל","הרב יהודה מאיר שפירא (מהר""ם שפירא 1887",,,חסידי,,2687597938171306.jpg,Facebook group archive,5,"הָרַב יְהוּדָה מֵאִיר שַׁפִּירָא זָצַ״ל (תַּרְמַ״ז–תַּרְצַ״ב) הָיָה גָּאוֹן בְּתוֹרָה וּבַחֲסִידוּת, נְשִׂיא אֲגוּדַּת יִשְׂרָאֵל בְּפוֹלִין, מְיַסֵּד וְרֹאשׁ יְשִׁיבַת חַכְמֵי לוּבְלִין וּמְחוֹלֵל רַעְיוֹן הַדַּף הַיּוֹמִי. נוֹלַד בְּעַיָּרָה שֶׁאַץ שֶׁבְּרוֹמַנְיָה לְרַבִּי יַעֲקֹב שִׁמְשׁוֹן שַׁפִּירָא, וְנִפְטַר בְּיוֹם ז׳ בְּחֶשְׁוָן. אֲרוֹנוֹ הוּעֲלָה בִּשְׁנַת תַּשְׁי״ח לְהַר הַמְּנוּחוֹת בִּירוּשָׁלָיִם. בִּכְנֵסִיָּה הָרִאשׁוֹנָה שֶׁל אֲגוּדַּת יִשְׂרָאֵל הִצִּיעַ אֶת רַעְיוֹ",,
7,חשוון,"הרב חכם חזקיה דוד אבולעפיה זצ""ל",חכם חזקיה דוד אבולעפיה,,,,,,Facebook group archive,5,"הָרַב חָכָם חִזְקִיָּה דָּוִד אֲבוּלְעַפְיָה זַצַ״ל נוֹלַד לְאָבִיו מָרְדְּכַי אֲבוּלְעַפְיָה, נֶכְדּוֹ שֶׁל רַבִּי חַיִּים אֲבוּלְעַפְיָה הָרִאשׁוֹן, מִמְּחַדְּשֵׁי הַיִּשּׁוּב הַיְּהוּדִי בִּטְבֶרְיָה. הוּא נָשָׂא לְאִשָּׁה אֶת בִּתּוֹ שֶׁל רַב הָעִיר טְרִיאַסְטִי, חָכָם יִצְחָק פּוֹרְמִיג׳וֹנִי. מִשּׁוּם שֶׁלֹּא זָכוּ לִבְנִים, קָרָא לְסִפְרוֹ בְּשֵׁם 'בֶּן זְקוּנִים' – שֵׁם הַמְּבַטֵּא כְּאֵב לֵב וְתִקְוָה כְּאֶחָד. כִּתְבֵי יָד נוֹסָפִים שֶׁחִבֵּר, 'שִׁגָּיוֹן לְדָוִד' וְ'קִינַת מַנְטוֹבָה', נִשְׂ",,
7,חשוון,"רבי נתן דוד רבינוביץ' משידלובצה זצ""ל",רבי נתן דוד רבינוביץ' משידלובצה,,"ויאמר מה עשית קול דמי אחיך צועקים אלי מן האדמה - לכאורה ""מה עשית"" מיותר, אלא שהכוונה היא שאין אדם חוטא חטאה גדולה עד שחוטא בתחילה חטאה קטנה, על זה אומר הכתוב ""מה עשית"" - מה העבירה הקטנה שחטאת שהגעת לעבירה גדולה כזו?

#",חסידי,אדמו״ר,,Facebook group archive,5,"רַבִּי נָתָן דָּוִד רַבִּינוֹבִיץ' מִשִּׁידְלוֹבְצֶה זַצַ""ל הָיָה אַדְמוֹ""ר מִבֵּית פְּשִׁיסְחָא, נֶכְדּוֹ שֶׁל ""הַיְּהוּדִי הַקָּדוֹשׁ"". נוֹלַד בִּפְשִׁיסְחָא לְרַבִּי יִרְחְמִיאֵל רַבִּינוֹבִיץ', תַּלְמִידָם שֶׁל ""הַחוֹזֶה מִלּוּבְלִין"" וְ""הַיְּהוּדִי הַקָּדוֹשׁ"". לְאַחַר פְּטִירַת אָבִיו, הֵחֵל לְכַהֵן בָּאַדְמוֹ""רוּת בְּשִׁידְלוֹבְצֶה, וְהִתְפַּרְסֵם כְּבַעַל מוֹפֵת. גַּם בִּימֵי אַדְמוֹ""רוּתוֹ נָסַע כְּחָסִיד אֶל רַבּוֹתָיו – רַבִּי חַיִּים מֵאִיר יְחִיאֵל מִמּוֹגְלְנִיצָא, רַבִּי חַיִּים מִצַּאנְז וְ",,
7,חשוון,"רבי ירחמיאל צבי רבינוביץ' זצ""ל",רבי ירחמיאל צבי רבינוביץ',,"""זכרנו לחיים...למענך אלוקים חיים"" עם ישראל מבקש בר""ה על עניינים גשמיים כמו פרנסה ובנים מטרתו לצורך גבוה, כדי שיוכל לחנך את הבנים ליראת שמים, לתת צדקה וכו' ועל כן הכל מיוד ""למענך אלוקים חיים""",חסידי,אדמו״ר,,Facebook group archive,5,"רַבִּי יִרְחֲמִיאֵל צְבִי רַבִּינוֹבִיץ' זַצַ""ל נוֹלַד בִּשְׁנַת תרל""ח, בְּנוֹ הַצָּעִיר שֶׁל מְיַסֵּד חֲסִידוּת בְּיַאלָה וְהָאַדְמוֹ""ר הָרִאשׁוֹן, רַבִּי יִצְחָק יַעֲקֹב רַבִּינוֹבִיץ' מִבְּיַאלָה, וּנֶכְדּוֹ שֶׁל רַבִּי נָתָן דָּוִד רַבִּינוֹבִיץ'. זָכָה לִהְיוֹת חֲתָנוֹ שֶׁל רַבִּי אַרְיֵה לֵייבּוּשׁ מֵאוּז'רוֹב.

שִׁמֵּשׁ כְּאַדְמוֹ""ר מִבְּיַאלָה בְּשֶׁדְלִיץ בְּמֶשֶׁךְ שִׁשָּׁה חֳדָשִׁים בְּדִיּוּק, עַד לִפְטִירָתוֹ. לְאַחַר הִסְתַּלְּקוּתוֹ, בְּנוֹ רַבִּי יְחִיאֵל יְהוֹשֻׁעַ",,
7,חשוון,"רבי דוד גוטרמן מסאווראן זצ""ל",רבי דוד גוטרמן מסאווראן,,"כתוב בספר דניאל: ""יהב חכמתא לחכימין"" - וידועה השאלה אם האדם חכם למה ה' צריך לתת חכמה? אלא אם יש חכמה תתאה וחכמה עילאה. למי שיש לו רק חכמה תתאה - ה' נותן לו חכמה עילאה, למען ידע האדם כי לא על התורה הנראית לנו בהליכות היום יום כמו שור שנגח וכו יחיה האדם אלא ""על כל מוצא פי ה' יחיה האדם"" לבוא לחכמה עילאה ע""י הלימוד ליראת הרוממות

#",חסידי,אדמו״ר,,Facebook group archive,5,"רַבִּי דָּוִד גוּטֶרְמָן מִסָאווְרָאן זַצַ״ל הָיָה אַדְמוֹ״ר חֲסִידִי, הָרְבִיעִי בַּשּׁוֹשֶׁלֶת וְהָאַחֲרוֹן בְּבָתֵּי הַנְּשִׂיאוּת שֶׁל סָאווְרָאן. נוֹלַד לְרַבִּי שִׁמְעוֹן שְׁלֹמֹה גוּטֶרְמָן מִסָאווְרָאן, וְנִשָּׂא לְבִתּוֹ שֶׁל רַבִּי מְנַחֵם נָחוּם מִטְּשֶׁרְנוֹבִיל־לְווֹיֶעֶב. בְּנִשּׂוּאָיו הַשְּׁנִיִּים נִשָּׂא לְבִתּוֹ שֶׁל רַבִּי שִׁמְעוֹן שְׁלֹמֹה מִבֶּנְדֶּר.

לְאַחַר פְּטִירַת אָחִיו רַבִּי בָּרוּךְ, מִלֵּא אֶת מְקוֹמוֹ בְּסָאווְרָאן, לְצַד אֶחָיו רַבִּי מֹשֶׁה וְרַבִּי בָּרוּך",,
7,חשוון,"רבי יהודה צבי (הירש) אייכנשטיין זצ""ל",רבי יהודה צבי (הירש) אייכנשטיין,,"""שקר החן והבל היופי"" בעקבות המשיח יהיה לשקר - חן ולהבל יהיה יופי אשה יראת ה' היא תתהלל- תהיה ללעג ולשחוק.

#",חסידי,"פוסק, אדמו״ר",,Facebook group archive,5,"רַבִּי יְהוּדָה צְבִי (הִירְשׁ) אַייכֶנְשְׁטַייְן זַצַ״ל הָיָה אַדְמוֹ״ר חֲסִידִי בְּדוֹר הַשֵּׁנִי בְּשׁוֹשֶׁלֶת זִידִיטְשׁוֹב. נוֹלַד לְרַבִּי מֹשֶׁה אַייכֶנְשְׁטַייְן מִסַּאמְבּוֹר וּלְבַת רַבִּי יְהוּדָה חָרִיף. לָמַד אֵצֶל דּוֹדוֹ רַבִּי צְבִי הִירְשׁ מִזִּידִיטְשׁוֹב (הָעֲטֶרֶת צְבִי) וְנִשָּׂא לְבִתּוֹ שָׂרָה. כִּהֵן בְּרַבָּנוּת גְּלִינָא, בְּרוֹדְשִׁין וְרוֹזְדִיל. לְאַחַר פְּטִירַת חָמִיו נִתְמַנָּה אָחִיו רַבִּי יִשָּׂשכָר בֶּעֶרִישׁ לְמַמְלֵא מְקוֹמוֹ, אֲבָל כְּעָבוּר שָׁנָה נִפְטַר, וְאָז הו",,
7,חשוון,"רבי ישראל וועלץ זצ""ל",רבי ישראל וועלץ,,,,פוסק,,Facebook group archive,5,"רַבִּי יִשְׂרָאֵל וֶועֶלְץ זַצַ""ל נוֹלַד בִּשְׁנַת תַּרְמַ""ז לְאָבִיו רַבִּי צְבִי. לָמַד אֵצֶל רַבִּי יוֹסֵף לֵייב סוֹפֵר מִפָּאקְשׁ, בַּעַל ""דַּעַת סוֹפֵר"", וְאֵצֶל בְּנוֹ רַבִּי עֲקִיבָא סוֹפֵר מִפְּרֶשְׁבּוּרְג. נָשָׂא אֶת בַּת הָרַב חַיִּים אֶפְרַיִם בָּאלִיטִי, אַב""ד טַארְנַאלִיאַ. כִּיהֵן כְּרַבָּהּ שֶׁל טִינְיֶע וְיִסֵּד שָׁם יְשִׁיבָה עַד מִלְחֶמֶת הָעוֹלָם הָרִאשׁוֹנָה. לְאַחַר הַמִּלְחָמָה כִּיהֵן כְּרַב בְּפֶסְט שֶׁבְּבוּדַפֶּסְט וְעָמַד בְּרֹאשׁ יְשִׁיבָה. הִתְפַּרְסֵם כְּאֶחָד מִגְּדו",,
8,חשוון,"הרב מנחם נחום קפלן מהורודנה זצ""ל",הרב מנחם נחום קפלן מהורודנה,,,,,2688600484737718.jpg,Facebook group archive,5,"רַבִּי מְנַחֵם נָחוּם קַפְּלָן מֵהוֹרוֹדְנָה זַצַ״ל, שֶׁנּוֹדַע בְּכִנּוּי ""רַבִּי נַחוּמ'קָה"", הִתְפַּרְסֵם כְּצַדִּיק וּגַבַּאי צְדָקָה. הוּא לֹא כִּהֵן בְּמִשְׂרוֹת רַבָּנִיּוֹת, אַךְ הָיָה רַבּוֹ הַמֻּבְהָק שֶׁל הַחָפֵץ חַיִּים. גָּדַל בְּתוֹרָה תַּחַת הַדְרָכָתָם שֶׁל בְּנֵי הָרַב קַרְפֶּל אַטְלַס, וְנִתְחַנֵּךְ בִּישִׁיבַת מִיר. לְאַחַר נִשּׂוּאָיו לְאִיטָה בַּת רַבִּי יוֹסֵף אֱלִיעֶזֶר הַכֹּהֵן, עָסַק בְּתוֹרָה וּבְמַעֲשֵׂי חֶסֶד. הוּא הִתְרִים בְּעַד נֶזְקָקִים בְּכָל תְּנָאִים, וְסֵרֵב לְקַבֵּל שָׂכ",,
8,חשוון,"הרב אהרן מנדל כהן זצ""ל",אהרן מנדל כהן,,,ספרדי,,2688613084736458.jpg,Facebook group archive,5,"חָכָם אַהֲרֹן מֶנְדֶל הַכֹּהֵן נוֹלַד בִּשְׁנַת תרכ״ו (1866) בִּטְבֶרְיָה לְאָבִיו רַבִּי נָתָן בֶּן רַבִּי בִּנְיָמִין מִקּוּסוֹב. גָּדַל בְּתוֹרָה וּבְיִרְאָה עַל בִּרְכֵי חַכְמֵי טְבֶרְיָה וְצְפַת, וּבְרֹאשָׁם חָכָם חַיִּים שְׁמוּאֵל הַכֹּהֵן קוֹנוֹרְטִי, רַב הָעִיר. בִּשְׁנַת תרנ״ז (1897) עָבַר לְקָהִיר לְשַׁמֵּשׁ רַב הַקְּהִלָּה הָאַשְׁכְּנַזִית, שֶׁהוּקְמָה עִם גַּלֵּי הַהֲגִירָה מִמִּזְרַח אֵירוֹפָּה. בִּשְׁנַת תרס״ג (1903) כִּנֵּס קוֹנְגְרֶס רַבָּנִי עוֹלָמִי בְּקְרָקוֹב בְּהַשְׁתַּתְּפוּת 500 רַבָּנִים. לַאֲ",,
8,חשוון,"הרב סמיכת חכמים זצ""ל",סמיכת חכמים,,,,,2688613084736458.jpg,Facebook group archive,5,"הָרַב סְמִיכַת חֲכָמִים זַצַ״ל נִפְטַר בְּחֵיפָה בְּח׳ בְּחֶשְׁוָן תַּרְפַ״ח, וּבְיוֹם הִסְתַּלְּקוּתוֹ נִטְּעָה עִיר הַכַּרְמֶל בְּאֵבֶל עָמֹק. גּוּפָתוֹ הַטְּהוֹרָה הוּבְאָה לִקְבוּרָה בְּבֵית הָעֲלְמִין הַיְּהוּדִי הַיָּשָׁן שֶׁל חֵיפָה, הַיָּדוּעַ בְּשֵׁם ""כְּנֶסֶת יִשְׂרָאֵל"", שָׁם מָצָא אֶת מְנוּחָתוֹ הָאַחֲרוֹנָה בֵּין קִבְרֵי צַדִּיקִים וַחֲסִידִים. זִכְרוֹ הַמְּבֹרָךְ נִשְׁאַר חָקוּק בְּלִבּוֹת תַּלְמִידָיו וּמְכַבְּדָיו, וּקְבוּרָתוֹ בְּאֶרֶץ הַקֹּדֶשׁ מְעִידָה עַל זְכוּתוֹ הַגְּדוֹלָה. ת",,
8,חשוון,"הרב החכם יוחנן הכהן (2002 זצ""ל",החכם יוחנן הכהן (2002,,,,,2688613084736458.jpg,Facebook group archive,5,"חָכָם יוֹחָנָן הַכֹּהֵן נוֹלַד בִּירוּשָׁלַיִם בְּשָׁנַת תַּרְפַ""ב (1922) לְהוֹרָיו שֶׁעָלוּ מִבּוּכָרָה. כְּשֶׁנִּפְטַר אָבִיו בְּשָׁנַת תַּרְצַ""ב, נִשְׁאַר יָתוֹם וְנֶאֱלַץ לַעֲבֹר לְבֵית הַיְּתוֹמִים. בְּיוֹמוֹ עָבַד בְּנַגָּרִיָּה, וּבְלֵילוֹתָיו לָמַד עַד שֶׁהוּסְמַךְ כְּמוֹרֶה וּכְרַב. שִׁמֵּשׁ כְּמוֹרֶה וּמְנַהֵל בְּבָתֵּי סֵפֶר, וְהָיָה מִמְּקִימֵי עֲמוּתַת 'אֶחָד לַחֲמֵשׁ' לְתִמּוּךְ מִשְׁפָּחוֹת רַבּוֹת יְלָדִים. פִּרְסֵם שִׁירִים וּמַאֲמָרִים, וְהוֹצִיא סְפָרִים רַבִּים – בֵּינֵיהֶם '",,
8,חשוון,"רבי יעקב רוזנהיים זצ""ל",רבי יעקב רוזנהיים,,,,,2688613084736458.jpg,Facebook group archive,5,"רַבִּי יַעֲקֹב רוֹזֶנְהַיְם זַצַ""ל נוֹלַד בְּפְרַנְקְפוּרְט שֶׁבְּגֶרְמַנְיָה בִּשְׁנַת תַּר""ל (1870) וְנִפְטַר בְּתֵל אָבִיב בְּתַשְׁכ""ה (1965). הָיָה מִמְּיַסְּדֵי אֲגוּדַּת יִשְׂרָאֵל וּמַנְהִיגָהּ הָרִאשׁוֹן, וְכִיהֵן כִּנְשִׂיאָהּ אַרְבָּעָה עֶשׂוֹרִים. עָמַד בְּרֹאשׁ הַקְּהִלָּה הַחֲרֵדִית בְּפְרַנְקְפוּרְט, יִסֵּד הוֹצָאַת סְפָרִים וְרָכַשׁ אֶת הָעִתּוֹן ""אִיזְרָאֱלִיט"", שֶׁהָיָה לְשׁוֹפָרָהּ שֶׁל הַיַּהֲדוּת הַחֲרֵדִית בְּגֶרְמַנְיָה. הִצְטַיֵּן כְּנוֹאֵם מְעֻלֶּה וּכְסוֹפֵר מוּכְשָׁר",,
8,חשוון,"רבי אברהם אהרונוביץ זצ""ל",רבי אברהם אהרונוביץ,,"'מי שאומר מתי תהיה ביאת המשיח - אינו יודע, ומי שיודע מתי יבוא - אינו אומר'",חסידי,אדמו״ר,2688613084736458.jpg,Facebook group archive,5,"רַבִּי אַבְרָהָם אַהֲרוֹנוֹבִיץ זַצַ״ל נוֹלַד בִּשְׁנַת תַּרְנַ״ה בְּשָׂדֶה־לֶבֶן שֶׁבְּאוּקְרַאִינָה. כְּבָר בְּגִיל 13 לָמַד בִּישִׁיבַת קִישִינֶב וְהִתְפַּרְסֵם כְּעִילּוּי מֻפְלָא, שֶׁנִּיחַן בְּזִכָּרוֹן נֶפְלָא וּבְטוּב־לֵב נָדִיר. שָׁקַד עַל לִימּוּד הַתּוֹרָה עַד 14 שָׁעוֹת בַּיּוֹם, אוּלָם הִשְׁפִּיל עַצְמוֹ בִּפְנֵי תַּלְמִידֵי חֲכָמִים.

בִּשְׁנַת תַּרְעַ״א עָלָה עִם מִשְׁפַּחְתּוֹ לְאֶרֶץ יִשְׂרָאֵל וְהִתְגּוֹרֵר בִּירוּשָׁלַיִם, שָׁם לָמַד בִּישִׁיבַת ״תּוֹרַת חַיִּים״ וְכֻנָּה ״הָעִילּוּ","# סִפּוּר חֲסִידִי

רַבִּי אַבְרָהָם אַהֲרוֹנוֹבִיץ זַצַ""ל נָהַג לִלְמוֹד שָׁעוֹת אֲרֻכּוֹת בַּעֲמִידָה, וּבִמְשַׁךְ הַשָּׁנִים נִתְהַוָּה פֶּצַע בְּרַגְלוֹ. כַּאֲשֶׁר אֻשְׁפַּז בְּבֵית הָרְפוּאָה, הִגִּיעַ אָדָם לְבַקְּרוֹ וְסִפֵּר עַל נַעַר יָתוֹם שֶׁחָלָה אָנוּשׁ, וְהָרוֹפְאִים רָצוּ לִכְרוֹת אֶת רַגְלוֹ. כַּאֲשֶׁר שָׁמַע רַבִּי אַבְרָהָם, פָּנָה אֶל הַקָּדוֹשׁ בָּרוּךְ הוּא וּבִקֵּשׁ לִהְיוֹת כַּפָּרָה בְּעַד הַנַּעַר וְשֶׁיִּתְרַפֵּא. כַּעֲבוֹר זְמַן קָצָר הַנַּעַר הִתְרַפֵּא, וּבְרַגְלוֹ",
